ID,L1,L2,Product Name,Price,Description,Stars,Reviews,Colors,Capacity
512,computers,tablets,Iconia B1-730HD,$99.99,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4",3,1,"Gold,White,Black","128,256,512"
513,computers,tablets,IdeaTab A8-50,$121.99,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2",2,13,"Gold,White,Black","128,256,512"
514,computers,tablets,Galaxy Note,$399.99,"10.1"", 3G, Android 4.0, Garnet Red",4,12,"Gold,White,Black","128,256,512"
515,computers,tablets,Apple iPad Air,$603.99,"Wi-Fi, 64GB, Silver",3,7,"Gold,White,Black","128,256,512"
486,phones,touch,Nokia 123,$24.99,7 day battery,3,11,"Gold,White,Black",
487,phones,touch,LG Optimus,$57.99,"3.2"" screen",3,11,"Gold,White,Black",
488,phones,touch,Samsung Galaxy,$93.99,5 mpx. Android 5.0,3,3,"Gold,White,Black",
489,phones,touch,Nokia X,$109.99,"Andoid, Jolla dualboot",4,4,"Gold,White,Black",
490,phones,touch,Sony Xperia,$118.99,"GPS, waterproof",1,6,"Gold,White,Black",
491,phones,touch,Ubuntu Edge,$499.99,Sapphire glass,1,2,"Gold,White,Black",
492,phones,touch,Iphone,$899.99,White,1,10,"Gold,White,Black",
493,phones,touch,Iphone,$899.99,Silver,2,8,"Gold,White,Black",
494,phones,touch,Iphone,$899.99,Black,1,1,"Gold,White,Black",
